main_entity,entity_type,mention_count,mentions,source_file,normalized_entity,aliases,section_titles,merged_entities,disambiguation_confidence,disambiguation_method,disambiguation_basis
堆外内存,内存区域实体,2,堆外内存,JVM.txt,堆外内存,堆外内存,全文,堆外内存,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=堆外内存；章节=全文
复制阶段,垃圾回收算法实体,2,复制阶段,JVM.txt,复制阶段,复制阶段,使用ThreadLocal,复制阶段,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=复制阶段；章节=使用ThreadLocal
大对象通,对象与字符串相关实体,2,大对象通,JVM.txt,大对象通,大对象通,全文,大对象通,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=大对象通；章节=全文
字符串对象,对象与字符串相关实体,2,字符串对象,JVM.txt,字符串对象,字符串对象,全文,字符串对象,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=字符串对象；章节=全文
局部变量表,栈与栈帧相关实体,2,局部变量表,JVM.txt,局部变量表,局部变量表,全文,局部变量表,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=局部变量表；章节=全文
常量池缓存,方法区与元数据相关实体,2,常量池缓 | 常量池缓存,JVM.txt,常量池缓存,常量池缓 | 常量池缓存,全文,常量池缓 | 常量池缓存,0.7676,实体标准化 + 候选召回 + LocalCrossEncoder上下文重排 + 类型/章节约束 + 共现图一致性,名称相似=0.62；上下文相似=0.96；章节重叠=1.00；存在可接受标准化变体
应用程序类加载器,领域实体,2,应用程序类加载器,JVM.txt,应用程序类加载器,应用程序类加载器,使用ThreadLocal,应用程序类加载器,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=应用程序类加载器；章节=使用ThreadLocal
引用计数法,垃圾回收核心概念实体,2,引用计数法,JVM.txt,引用计数法,引用计数法,使用ThreadLocal,引用计数法,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=引用计数法；章节=使用ThreadLocal
指令地址,线程与私有性相关实体,2,指令地址,JVM.txt,指令地址,指令地址,全文,指令地址,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=指令地址；章节=全文
方法出口,栈与栈帧相关实体,2,方法出口,JVM.txt,方法出口,方法出口,全文,方法出口,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=方法出口；章节=全文
方法字节码,方法区与元数据相关实体,2,方法字节码,JVM.txt,方法字节码,方法字节码,全文,方法字节码,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=方法字节码；章节=全文
方法返回地址,栈与栈帧相关实体,2,方法返回地址,JVM.txt,方法返回地址,方法返回地址,全文,方法返回地址,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=方法返回地址；章节=全文
栈帧创建,栈与栈帧相关实体,2,栈帧创建,JVM.txt,栈帧创建,栈帧创建,全文,栈帧创建,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=栈帧创建；章节=全文
类加载检查,领域实体,2,类加载检查,JVM.txt,类加载检查,类加载检查,使用ThreadLocal,类加载检查,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=类加载检查；章节=使用ThreadLocal
类的元数据信息,方法区与元数据相关实体,2,类的元数据信息,JVM.txt,类的元数据信息,类的元数据信息,全文 | 使用ThreadLocal,类的元数据信息,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=类的元数据信息；章节=全文|使用ThreadLocal
缓存系统,场景与问题实体,2,缓存系统,JVM.txt,缓存系统,缓存系统,全文,缓存系统,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=缓存系统；章节=全文
软引用,引用类型实体,2,软引用,JVM.txt,软引用,软引用,全文,软引用,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=软引用；章节=全文
重定位阶段,垃圾回收算法实体,2,重定位阶段,JVM.txt,重定位阶段,重定位阶段,使用ThreadLocal,重定位阶段,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=重定位阶段；章节=使用ThreadLocal
-XX:+HeapDumpOnOutOfMemoryError,JVM参数与配置实体,1,-XX:+HeapDumpOnOutOfMemoryError,JVM.txt,-XX:+HeapDumpOnOutOfMemoryError,-XX:+HeapDumpOnOutOfMemoryError,全文,-XX:+HeapDumpOnOutOfMemoryError,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=-XX:+HeapDumpOnOutOfMemoryError；章节=全文
-XX:HeapDumpPath,JVM参数与配置实体,1,-XX:HeapDumpPath,JVM.txt,-XX:HeapDumpPath,-XX:HeapDumpPath,全文,-XX:HeapDumpPath,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=-XX:HeapDumpPath；章节=全文
-XX:MaxTenuringThreshold,JVM参数与配置实体,1,-XX:MaxTenuringThreshold,JVM.txt,-XX:MaxTenuringThreshold,-XX:MaxTenuringThreshold,使用ThreadLocal,-XX:MaxTenuringThreshold,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=-XX:MaxTenuringThreshold；章节=使用ThreadLocal
.class文件,类加载过程实体,1,.class文件,JVM.txt,.class文件,.class文件,使用ThreadLocal,.class文件,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=.class文件；章节=使用ThreadLocal
ClassFormatError,异常与错误实体,1,ClassFormatError,JVM.txt,ClassFormatError,ClassFormatError,使用ThreadLocal,ClassFormatError,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=ClassFormatError；章节=使用ThreadLocal
Concurrent Mark Sweep,垃圾回收器实体,1,Concurrent Mark Sweep,JVM.txt,Concurrent Mark Sweep,Concurrent Mark Sweep,使用ThreadLocal,Concurrent Mark Sweep,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Concurrent Mark Sweep；章节=使用ThreadLocal
Concurrent Mode Failure,异常与错误实体,1,Concurrent Mode Failure,JVM.txt,Concurrent Mode Failure,Concurrent Mode Failure,使用ThreadLocal,Concurrent Mode Failure,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Concurrent Mode Failure；章节=使用ThreadLocal
Direct buffer memory,异常与错误实体,1,Direct buffer memory,JVM.txt,Direct buffer memory,Direct buffer memory,全文,Direct buffer memory,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Direct buffer memory；章节=全文
From Survivor,堆结构实体,1,From Survivor,JVM.txt,From Survivor,From Survivor,全文,From Survivor,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=From Survivor；章节=全文
GC 分代年龄,对象与字符串相关实体,1,GC 分代年龄,JVM.txt,GC 分代年龄,GC 分代年龄,使用ThreadLocal,GC 分代年龄,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=GC 分代年龄；章节=使用ThreadLocal
Garbage First,垃圾回收器实体,1,Garbage First,JVM.txt,Garbage First,Garbage First,使用ThreadLocal,Garbage First,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Garbage First；章节=使用ThreadLocal
HashMap,代码与容器实体,1,HashMap,JVM.txt,HashMap,HashMap,全文,HashMap,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=HashMap；章节=全文
HeapDumpOnOutOfMemoryError,工具与排查实体,1,HeapDumpOnOutOfMemoryError,JVM.txt,HeapDumpOnOutOfMemoryError,HeapDumpOnOutOfMemoryError,全文,HeapDumpOnOutOfMemoryError,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=HeapDumpOnOutOfMemoryError；章节=全文
HeapDumpPath,工具与排查实体,1,HeapDumpPath,JVM.txt,HeapDumpPath,HeapDumpPath,全文,HeapDumpPath,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=HeapDumpPath；章节=全文
JProfiler,工具与排查实体,1,JProfiler,JVM.txt,JProfiler,JProfiler,全文,JProfiler,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=JProfiler；章节=全文
JavaNIO,工具与排查实体,1,JavaNIO,JVM.txt,JavaNIO,JavaNIO,全文,JavaNIO,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=JavaNIO；章节=全文
MAT,工具与排查实体,1,MAT,JVM.txt,MAT,MAT,全文 | 使用ThreadLocal,MAT,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=MAT；章节=全文|使用ThreadLocal
Memory Analyzer Tool,工具与排查实体,1,Memory Analyzer Tool,JVM.txt,Memory Analyzer Tool,Memory Analyzer Tool,全文,Memory Analyzer Tool,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Memory Analyzer Tool；章节=全文
Parallel Old,垃圾回收器实体,1,Parallel Old,JVM.txt,Parallel Old,Parallel Old,使用ThreadLocal,Parallel Old,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Parallel Old；章节=使用ThreadLocal
PhantomReference,引用类型实体,1,PhantomReference,JVM.txt,PhantomReference,PhantomReference,全文,PhantomReference,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=PhantomReference；章节=全文
Reachability Analysis,垃圾回收核心概念实体,1,Reachability Analysis,JVM.txt,Reachability Analysis,Reachability Analysis,使用ThreadLocal,Reachability Analysis,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Reachability Analysis；章节=使用ThreadLocal
ReferenceQueue,引用类型实体,1,ReferenceQueue,JVM.txt,ReferenceQueue,ReferenceQueue,全文,ReferenceQueue,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=ReferenceQueue；章节=全文
Serial Old,垃圾回收器实体,1,Serial Old,JVM.txt,Serial Old,Serial Old,使用ThreadLocal,Serial Old,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Serial Old；章节=使用ThreadLocal
Shenandoah,垃圾回收器实体,1,Shenandoah,JVM.txt,Shenandoah,Shenandoah,使用ThreadLocal,Shenandoah,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Shenandoah；章节=使用ThreadLocal
SoftReference,引用类型实体,1,SoftReference,JVM.txt,SoftReference,SoftReference,全文,SoftReference,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=SoftReference；章节=全文
Stop The World,垃圾回收核心概念实体,1,Stop The World,JVM.txt,Stop The World,Stop The World,使用ThreadLocal,Stop The World,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Stop The World；章节=使用ThreadLocal
Tenured Generation,堆结构实体,1,Tenured Generation,JVM.txt,Tenured Generation,Tenured Generation,全文,Tenured Generation,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Tenured Generation；章节=全文
To Survivor,堆结构实体,1,To Survivor,JVM.txt,To Survivor,To Survivor,全文,To Survivor,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=To Survivor；章节=全文
VerifyError,异常与错误实体,1,VerifyError,JVM.txt,VerifyError,VerifyError,使用ThreadLocal,VerifyError,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=VerifyError；章节=使用ThreadLocal
VisualVM,工具与排查实体,1,VisualVM,JVM.txt,VisualVM,VisualVM,静态属性导致内存泄露,VisualVM,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=VisualVM；章节=静态属性导致内存泄露
Young Generation,堆结构实体,1,Young Generation,JVM.txt,Young Generation,Young Generation,全文,Young Generation,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=Young Generation；章节=全文
ZGC,垃圾回收器实体,1,ZGC,JVM.txt,ZGC,ZGC,使用ThreadLocal,ZGC,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=ZGC；章节=使用ThreadLocal
heapdump.hprof,工具与排查实体,1,heapdump.hprof,JVM.txt,heapdump.hprof,heapdump.hprof,全文,heapdump.hprof,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=heapdump.hprof；章节=全文
netty,工具与排查实体,1,netty,JVM.txt,netty,netty,全文,netty,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=netty；章节=全文
try-with-resources,代码与容器实体,1,try-with-resources,JVM.txt,try-with-resources,try-with-resources,未关闭的资源,try-with-resources,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=try-with-resources；章节=未关闭的资源
临时数据,栈与栈帧相关实体,1,临时数据,JVM.txt,临时数据,临时数据,全文,临时数据,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=临时数据；章节=全文
优化方法栈帧,栈与栈帧相关实体,1,优化方法栈帧,JVM.txt,优化方法栈帧,优化方法栈帧,全文,优化方法栈帧,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=优化方法栈帧；章节=全文
元空间溢出,内存区域实体,1,元空间溢出,JVM.txt,元空间溢出,元空间溢出,全文,元空间溢出,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=元空间溢出；章节=全文
全限定名,类加载过程实体,1,全限定名,JVM.txt,全限定名,全限定名,使用ThreadLocal,全限定名,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=全限定名；章节=使用ThreadLocal
再标记阶段,垃圾回收算法实体,1,再标记阶段,JVM.txt,再标记阶段,再标记阶段,使用ThreadLocal,再标记阶段,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=再标记阶段；章节=使用ThreadLocal
分批处理,场景与问题实体,1,分批处理,JVM.txt,分批处理,分批处理,全文,分批处理,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=分批处理；章节=全文
加载该类,类加载过程实体,1,加载该类,JVM.txt,加载该类,加载该类,使用ThreadLocal,加载该类,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=加载该类；章节=使用ThreadLocal
加载阶段,类加载过程实体,1,加载阶段,JVM.txt,加载阶段,加载阶段,使用ThreadLocal,加载阶段,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=加载阶段；章节=使用ThreadLocal
即时编译器编译后的代码缓存,方法区与元数据相关实体,1,即时编译器编译后的代码缓存,JVM.txt,即时编译器编译后的代码缓存,即时编译器编译后的代码缓存,全文,即时编译器编译后的代码缓存,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=即时编译器编译后的代码缓存；章节=全文
垃圾对象,垃圾回收核心概念实体,1,垃圾对象,JVM.txt,垃圾对象,垃圾对象,使用ThreadLocal,垃圾对象,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=垃圾对象；章节=使用ThreadLocal
堆内存溢,内存区域实体,1,堆内存溢,JVM.txt,堆内存溢,堆内存溢,全文,堆内存溢,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=堆内存溢；章节=全文
幻影引用,引用类型实体,1,幻影引用,JVM.txt,幻影引用,幻影引用,全文,幻影引用,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=幻影引用；章节=全文
弱引用可,引用类型实体,1,弱引用可,JVM.txt,弱引用可,弱引用可,全文,弱引用可,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=弱引用可；章节=全文
弱引用的使用场景,引用类型实体,1,弱引用的使用场景,JVM.txt,弱引用的使用场景,弱引用的使用场景,全文,弱引用的使用场景,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=弱引用的使用场景；章节=全文
强引用指,引用类型实体,1,强引用指,JVM.txt,强引用指,强引用指,全文,强引用指,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=强引用指；章节=全文
懒加载,类加载过程实体,1,懒加载,JVM.txt,懒加载,懒加载,静态属性导致内存泄露,懒加载,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=懒加载；章节=静态属性导致内存泄露
批量处理任务,场景与问题实体,1,批量处理任务,JVM.txt,批量处理任务,批量处理任务,全文,批量处理任务,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=批量处理任务；章节=全文
方法区运行时的数据结构,内存区域实体,1,方法区运行时的数据结构,JVM.txt,方法区运行时的数据结构,方法区运行时的数据结构,使用ThreadLocal,方法区运行时的数据结构,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=方法区运行时的数据结构；章节=使用ThreadLocal
最后是初始化阶段,类加载过程实体,1,最后是初始化阶段,JVM.txt,最后是初始化阶段,最后是初始化阶段,使用ThreadLocal,最后是初始化阶段,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=最后是初始化阶段；章节=使用ThreadLocal
树形结构遍历,场景与问题实体,1,树形结构遍历,JVM.txt,树形结构遍历,树形结构遍历,全文,树形结构遍历,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=树形结构遍历；章节=全文
深度递归,场景与问题实体,1,深度递归,JVM.txt,深度递归,深度递归,全文,深度递归,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=深度递归；章节=全文
简化了加载流程,类加载过程实体,1,简化了加载流程,JVM.txt,简化了加载流程,简化了加载流程,使用ThreadLocal,简化了加载流程,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=简化了加载流程；章节=使用ThreadLocal
类加载机制,领域实体,1,类加载机制,JVM.txt,类加载机制,类加载机制,使用ThreadLocal,类加载机制,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=类加载机制；章节=使用ThreadLocal
类型信息,方法区与元数据相关实体,1,类型信息,JVM.txt,类型信息,类型信息,全文,类型信息,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=类型信息；章节=全文
线程共享,线程与私有性相关实体,1,线程共享,JVM.txt,线程共享,线程共享,全文,线程共享,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=线程共享；章节=全文
虚引用也,引用类型实体,1,虚引用也,JVM.txt,虚引用也,虚引用也,全文,虚引用也,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=虚引用也；章节=全文
解析方法,类加载过程实体,1,解析方法,JVM.txt,解析方法,解析方法,全文,解析方法,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=解析方法；章节=全文
解析方法调用,栈与栈帧相关实体,1,解析方法调用,JVM.txt,解析方法调用,解析方法调用,全文,解析方法调用,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=解析方法调用；章节=全文
软引用可,引用类型实体,1,软引用可,JVM.txt,软引用可,软引用可,全文,软引用可,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=软引用可；章节=全文
遇到堆溢,内存区域实体,1,遇到堆溢,JVM.txt,遇到堆溢,遇到堆溢,全文,遇到堆溢,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=遇到堆溢；章节=全文
静态存储结构,类加载过程实体,1,静态存储结构,JVM.txt,静态存储结构,静态存储结构,使用ThreadLocal,静态存储结构,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=静态存储结构；章节=使用ThreadLocal
首先是加载阶段,类加载过程实体,1,首先是加载阶段,JVM.txt,首先是加载阶段,首先是加载阶段,使用ThreadLocal,首先是加载阶段,1.0,实体标准化 + 候选召回（未发现需合并候选）,保留单实体=首先是加载阶段；章节=使用ThreadLocal
